Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Slot Name,Slot Name with Unit,Year,Month
1,1,Mead.Pool Elevation,10-31-2025 23:59:00,1088.43,Pool Elevation,Pool Elevation (ft),2025,October
1,1,Mead.Pool Elevation,11-30-2025 23:59:00,1091.67,Pool Elevation,Pool Elevation (ft),2025,November
1,1,Mead.Pool Elevation,12-31-2025 23:59:00,1095.24,Pool Elevation,Pool Elevation (ft),2025,December
1,1,Mead.Pool Elevation,01-31-2026 23:59:00,1095.04,Pool Elevation,Pool Elevation (ft),2026,January
1,1,Mead.Pool Elevation,02-28-2026 23:59:00,1093.54,Pool Elevation,Pool Elevation (ft),2026,February
1,1,Mead.Pool Elevation,03-31-2026 23:59:00,1090.47,Pool Elevation,Pool Elevation (ft),2026,March
1,1,Mead.Pool Elevation,04-30-2026 23:59:00,1086.55,Pool Elevation,Pool Elevation (ft),2026,April
1,1,Mead.Pool Elevation,05-31-2026 23:59:00,1083.61,Pool Elevation,Pool Elevation (ft),2026,May
1,1,Mead.Pool Elevation,06-30-2026 23:59:00,1080.06,Pool Elevation,Pool Elevation (ft),2026,June
1,1,Mead.Pool Elevation,07-31-2026 23:59:00,1077.49,Pool Elevation,Pool Elevation (ft),2026,July
1,1,Mead.Pool Elevation,08-31-2026 23:59:00,1075.80,Pool Elevation,Pool Elevation (ft),2026,August
1,1,Mead.Pool Elevation,09-30-2026 23:59:00,1074.05,Pool Elevation,Pool Elevation (ft),2026,September
1,1,Mead.Pool Elevation,10-31-2026 23:59:00,1075.25,Pool Elevation,Pool Elevation (ft),2026,October
1,1,Mead.Pool Elevation,11-30-2026 23:59:00,1074.71,Pool Elevation,Pool Elevation (ft),2026,November
1,1,Mead.Pool Elevation,12-31-2026 23:59:00,1074.46,Pool Elevation,Pool Elevation (ft),2026,December
1,1,Mead.Pool Elevation,01-31-2027 23:59:00,1075.25,Pool Elevation,Pool Elevation (ft),2027,January
1,1,Mead.Pool Elevation,02-28-2027 23:59:00,1074.94,Pool Elevation,Pool Elevation (ft),2027,February
1,1,Mead.Pool Elevation,03-31-2027 23:59:00,1073.78,Pool Elevation,Pool Elevation (ft),2027,March
1,1,Mead.Pool Elevation,04-30-2027 23:59:00,1070.50,Pool Elevation,Pool Elevation (ft),2027,April
1,1,Mead.Pool Elevation,05-31-2027 23:59:00,1068.37,Pool Elevation,Pool Elevation (ft),2027,May
1,1,Mead.Pool Elevation,06-30-2027 23:59:00,1065.55,Pool Elevation,Pool Elevation (ft),2027,June
1,1,Mead.Pool Elevation,07-31-2027 23:59:00,1064.00,Pool Elevation,Pool Elevation (ft),2027,July
1,1,Mead.Pool Elevation,08-31-2027 23:59:00,1063.79,Pool Elevation,Pool Elevation (ft),2027,August
1,1,Mead.Pool Elevation,09-30-2027 23:59:00,1062.89,Pool Elevation,Pool Elevation (ft),2027,September
1,1,Mead.Pool Elevation,10-31-2027 23:59:00,1066.45,Pool Elevation,Pool Elevation (ft),2027,October
1,1,Mead.Pool Elevation,11-30-2027 23:59:00,1067.14,Pool Elevation,Pool Elevation (ft),2027,November
1,1,Mead.Pool Elevation,12-31-2027 23:59:00,1067.56,Pool Elevation,Pool Elevation (ft),2027,December
1,1,Mead.Pool Elevation,01-31-2028 23:59:00,1070.13,Pool Elevation,Pool Elevation (ft),2028,January
1,1,Mead.Pool Elevation,02-29-2028 23:59:00,1071.50,Pool Elevation,Pool Elevation (ft),2028,February
1,1,Mead.Pool Elevation,03-31-2028 23:59:00,1070.38,Pool Elevation,Pool Elevation (ft),2028,March
1,1,Mead.Pool Elevation,04-30-2028 23:59:00,1068.64,Pool Elevation,Pool Elevation (ft),2028,April
1,1,Mead.Pool Elevation,05-31-2028 23:59:00,1067.70,Pool Elevation,Pool Elevation (ft),2028,May
1,1,Mead.Pool Elevation,06-30-2028 23:59:00,1065.89,Pool Elevation,Pool Elevation (ft),2028,June
1,1,Mead.Pool Elevation,07-31-2028 23:59:00,1065.96,Pool Elevation,Pool Elevation (ft),2028,July
1,1,Mead.Pool Elevation,08-31-2028 23:59:00,1067.02,Pool Elevation,Pool Elevation (ft),2028,August
1,1,Mead.Pool Elevation,09-30-2028 23:59:00,1068.29,Pool Elevation,Pool Elevation (ft),2028,September
1,1,Mead.Pool Elevation,10-31-2028 23:59:00,1073.50,Pool Elevation,Pool Elevation (ft),2028,October
1,1,Mead.Pool Elevation,11-30-2028 23:59:00,1076.70,Pool Elevation,Pool Elevation (ft),2028,November
1,1,Mead.Pool Elevation,12-31-2028 23:59:00,1079.42,Pool Elevation,Pool Elevation (ft),2028,December
1,1,Mead.Pool Elevation,01-31-2029 23:59:00,1081.53,Pool Elevation,Pool Elevation (ft),2029,January
1,1,Mead.Pool Elevation,02-28-2029 23:59:00,1081.93,Pool Elevation,Pool Elevation (ft),2029,February
1,1,Mead.Pool Elevation,03-31-2029 23:59:00,1080.88,Pool Elevation,Pool Elevation (ft),2029,March
1,1,Mead.Pool Elevation,04-30-2029 23:59:00,1078.57,Pool Elevation,Pool Elevation (ft),2029,April
1,1,Mead.Pool Elevation,05-31-2029 23:59:00,1077.45,Pool Elevation,Pool Elevation (ft),2029,May
1,1,Mead.Pool Elevation,06-30-2029 23:59:00,1075.71,Pool Elevation,Pool Elevation (ft),2029,June
1,1,Mead.Pool Elevation,07-31-2029 23:59:00,1075.37,Pool Elevation,Pool Elevation (ft),2029,July
1,1,Mead.Pool Elevation,08-31-2029 23:59:00,1076.05,Pool Elevation,Pool Elevation (ft),2029,August
1,1,Mead.Pool Elevation,09-30-2029 23:59:00,1076.09,Pool Elevation,Pool Elevation (ft),2029,September
1,1,Mead.Pool Elevation,10-31-2029 23:59:00,1079.29,Pool Elevation,Pool Elevation (ft),2029,October
1,1,Mead.Pool Elevation,11-30-2029 23:59:00,1080.74,Pool Elevation,Pool Elevation (ft),2029,November
1,1,Mead.Pool Elevation,12-31-2029 23:59:00,1082.42,Pool Elevation,Pool Elevation (ft),2029,December
1,1,Mead.Pool Elevation,01-31-2030 23:59:00,1084.57,Pool Elevation,Pool Elevation (ft),2030,January
1,1,Mead.Pool Elevation,02-28-2030 23:59:00,1084.93,Pool Elevation,Pool Elevation (ft),2030,February
1,1,Mead.Pool Elevation,03-31-2030 23:59:00,1083.87,Pool Elevation,Pool Elevation (ft),2030,March
1,1,Mead.Pool Elevation,04-30-2030 23:59:00,1080.93,Pool Elevation,Pool Elevation (ft),2030,April
1,1,Mead.Pool Elevation,05-31-2030 23:59:00,1079.68,Pool Elevation,Pool Elevation (ft),2030,May
1,1,Mead.Pool Elevation,06-30-2030 23:59:00,1077.37,Pool Elevation,Pool Elevation (ft),2030,June
1,1,Mead.Pool Elevation,07-31-2030 23:59:00,1077.42,Pool Elevation,Pool Elevation (ft),2030,July
1,1,Mead.Pool Elevation,08-31-2030 23:59:00,1078.43,Pool Elevation,Pool Elevation (ft),2030,August
1,1,Mead.Pool Elevation,09-30-2030 23:59:00,1079.17,Pool Elevation,Pool Elevation (ft),2030,September
1,1,Mead.Pool Elevation,10-31-2030 23:59:00,1081.79,Pool Elevation,Pool Elevation (ft),2030,October
1,1,Mead.Pool Elevation,11-30-2030 23:59:00,1083.85,Pool Elevation,Pool Elevation (ft),2030,November
1,1,Mead.Pool Elevation,12-31-2030 23:59:00,1084.79,Pool Elevation,Pool Elevation (ft),2030,December
1,1,Mead.Pool Elevation,01-31-2031 23:59:00,1085.50,Pool Elevation,Pool Elevation (ft),2031,January
1,1,Mead.Pool Elevation,02-28-2031 23:59:00,1085.12,Pool Elevation,Pool Elevation (ft),2031,February
1,1,Mead.Pool Elevation,03-31-2031 23:59:00,1082.02,Pool Elevation,Pool Elevation (ft),2031,March
1,1,Mead.Pool Elevation,04-30-2031 23:59:00,1078.52,Pool Elevation,Pool Elevation (ft),2031,April
1,1,Mead.Pool Elevation,05-31-2031 23:59:00,1075.94,Pool Elevation,Pool Elevation (ft),2031,May
1,1,Mead.Pool Elevation,06-30-2031 23:59:00,1072.34,Pool Elevation,Pool Elevation (ft),2031,June
1,1,Mead.Pool Elevation,07-31-2031 23:59:00,1070.97,Pool Elevation,Pool Elevation (ft),2031,July
1,1,Mead.Pool Elevation,08-31-2031 23:59:00,1070.81,Pool Elevation,Pool Elevation (ft),2031,August
1,1,Mead.Pool Elevation,09-30-2031 23:59:00,1070.59,Pool Elevation,Pool Elevation (ft),2031,September
1,1,Mead.Pool Elevation,10-31-2031 23:59:00,1072.72,Pool Elevation,Pool Elevation (ft),2031,October
1,1,Mead.Pool Elevation,11-30-2031 23:59:00,1072.91,Pool Elevation,Pool Elevation (ft),2031,November
1,1,Mead.Pool Elevation,12-31-2031 23:59:00,1073.53,Pool Elevation,Pool Elevation (ft),2031,December
1,1,Mead.Pool Elevation,01-31-2032 23:59:00,1075.39,Pool Elevation,Pool Elevation (ft),2032,January
1,1,Mead.Pool Elevation,02-29-2032 23:59:00,1075.52,Pool Elevation,Pool Elevation (ft),2032,February
1,1,Mead.Pool Elevation,03-31-2032 23:59:00,1075.47,Pool Elevation,Pool Elevation (ft),2032,March
1,1,Mead.Pool Elevation,04-30-2032 23:59:00,1073.25,Pool Elevation,Pool Elevation (ft),2032,April
1,1,Mead.Pool Elevation,05-31-2032 23:59:00,1071.04,Pool Elevation,Pool Elevation (ft),2032,May
1,1,Mead.Pool Elevation,06-30-2032 23:59:00,1068.63,Pool Elevation,Pool Elevation (ft),2032,June
1,1,Mead.Pool Elevation,07-31-2032 23:59:00,1067.55,Pool Elevation,Pool Elevation (ft),2032,July
1,1,Mead.Pool Elevation,08-31-2032 23:59:00,1066.85,Pool Elevation,Pool Elevation (ft),2032,August
1,1,Mead.Pool Elevation,09-30-2032 23:59:00,1066.24,Pool Elevation,Pool Elevation (ft),2032,September
1,1,Mead.Pool Elevation,10-31-2032 23:59:00,1068.69,Pool Elevation,Pool Elevation (ft),2032,October
1,1,Mead.Pool Elevation,11-30-2032 23:59:00,1069.60,Pool Elevation,Pool Elevation (ft),2032,November
1,1,Mead.Pool Elevation,12-31-2032 23:59:00,1071.00,Pool Elevation,Pool Elevation (ft),2032,December
1,1,Mead.Pool Elevation,01-31-2033 23:59:00,1073.15,Pool Elevation,Pool Elevation (ft),2033,January
1,1,Mead.Pool Elevation,02-28-2033 23:59:00,1074.11,Pool Elevation,Pool Elevation (ft),2033,February
1,1,Mead.Pool Elevation,03-31-2033 23:59:00,1073.18,Pool Elevation,Pool Elevation (ft),2033,March
1,1,Mead.Pool Elevation,04-30-2033 23:59:00,1070.16,Pool Elevation,Pool Elevation (ft),2033,April
1,1,Mead.Pool Elevation,05-31-2033 23:59:00,1068.82,Pool Elevation,Pool Elevation (ft),2033,May
1,1,Mead.Pool Elevation,06-30-2033 23:59:00,1066.57,Pool Elevation,Pool Elevation (ft),2033,June
1,1,Mead.Pool Elevation,07-31-2033 23:59:00,1065.83,Pool Elevation,Pool Elevation (ft),2033,July
1,1,Mead.Pool Elevation,08-31-2033 23:59:00,1066.24,Pool Elevation,Pool Elevation (ft),2033,August
1,1,Mead.Pool Elevation,09-30-2033 23:59:00,1066.09,Pool Elevation,Pool Elevation (ft),2033,September
1,1,Mead.Pool Elevation,10-31-2033 23:59:00,1068.93,Pool Elevation,Pool Elevation (ft),2033,October
1,1,Mead.Pool Elevation,11-30-2033 23:59:00,1070.41,Pool Elevation,Pool Elevation (ft),2033,November
1,1,Mead.Pool Elevation,12-31-2033 23:59:00,1072.00,Pool Elevation,Pool Elevation (ft),2033,December
1,1,Mead.Pool Elevation,01-31-2034 23:59:00,1075.82,Pool Elevation,Pool Elevation (ft),2034,January
1,1,Mead.Pool Elevation,02-28-2034 23:59:00,1078.19,Pool Elevation,Pool Elevation (ft),2034,February
1,1,Mead.Pool Elevation,03-31-2034 23:59:00,1078.22,Pool Elevation,Pool Elevation (ft),2034,March
1,1,Mead.Pool Elevation,04-30-2034 23:59:00,1076.60,Pool Elevation,Pool Elevation (ft),2034,April
1,1,Mead.Pool Elevation,05-31-2034 23:59:00,1076.25,Pool Elevation,Pool Elevation (ft),2034,May
1,1,Mead.Pool Elevation,06-30-2034 23:59:00,1074.76,Pool Elevation,Pool Elevation (ft),2034,June
1,1,Mead.Pool Elevation,07-31-2034 23:59:00,1075.28,Pool Elevation,Pool Elevation (ft),2034,July
1,1,Mead.Pool Elevation,08-31-2034 23:59:00,1076.32,Pool Elevation,Pool Elevation (ft),2034,August
1,1,Mead.Pool Elevation,09-30-2034 23:59:00,1077.05,Pool Elevation,Pool Elevation (ft),2034,September
1,1,Mead.Pool Elevation,10-31-2034 23:59:00,1080.43,Pool Elevation,Pool Elevation (ft),2034,October
1,1,Mead.Pool Elevation,11-30-2034 23:59:00,1082.43,Pool Elevation,Pool Elevation (ft),2034,November
1,1,Mead.Pool Elevation,12-31-2034 23:59:00,1084.40,Pool Elevation,Pool Elevation (ft),2034,December
1,1,Mead.Pool Elevation,01-31-2035 23:59:00,1087.70,Pool Elevation,Pool Elevation (ft),2035,January
1,1,Mead.Pool Elevation,02-28-2035 23:59:00,1089.45,Pool Elevation,Pool Elevation (ft),2035,February
1,1,Mead.Pool Elevation,03-31-2035 23:59:00,1090.52,Pool Elevation,Pool Elevation (ft),2035,March
1,1,Mead.Pool Elevation,04-30-2035 23:59:00,1089.33,Pool Elevation,Pool Elevation (ft),2035,April
1,1,Mead.Pool Elevation,05-31-2035 23:59:00,1089.22,Pool Elevation,Pool Elevation (ft),2035,May
1,1,Mead.Pool Elevation,06-30-2035 23:59:00,1088.67,Pool Elevation,Pool Elevation (ft),2035,June
1,1,Mead.Pool Elevation,07-31-2035 23:59:00,1089.55,Pool Elevation,Pool Elevation (ft),2035,July
1,1,Mead.Pool Elevation,08-31-2035 23:59:00,1091.95,Pool Elevation,Pool Elevation (ft),2035,August
1,1,Mead.Pool Elevation,09-30-2035 23:59:00,1092.90,Pool Elevation,Pool Elevation (ft),2035,September
1,1,Mead.Pool Elevation,10-31-2035 23:59:00,1097.88,Pool Elevation,Pool Elevation (ft),2035,October
1,1,Mead.Pool Elevation,11-30-2035 23:59:00,1100.45,Pool Elevation,Pool Elevation (ft),2035,November
1,1,Mead.Pool Elevation,12-31-2035 23:59:00,1102.78,Pool Elevation,Pool Elevation (ft),2035,December
1,1,Mead.Pool Elevation,01-31-2036 23:59:00,1105.28,Pool Elevation,Pool Elevation (ft),2036,January
1,1,Mead.Pool Elevation,02-29-2036 23:59:00,1106.67,Pool Elevation,Pool Elevation (ft),2036,February
1,1,Mead.Pool Elevation,03-31-2036 23:59:00,1106.43,Pool Elevation,Pool Elevation (ft),2036,March
1,1,Mead.Pool Elevation,04-30-2036 23:59:00,1105.41,Pool Elevation,Pool Elevation (ft),2036,April
1,1,Mead.Pool Elevation,05-31-2036 23:59:00,1105.39,Pool Elevation,Pool Elevation (ft),2036,May
1,1,Mead.Pool Elevation,06-30-2036 23:59:00,1104.76,Pool Elevation,Pool Elevation (ft),2036,June
1,1,Mead.Pool Elevation,07-31-2036 23:59:00,1105.23,Pool Elevation,Pool Elevation (ft),2036,July
1,1,Mead.Pool Elevation,08-31-2036 23:59:00,1106.47,Pool Elevation,Pool Elevation (ft),2036,August
1,1,Mead.Pool Elevation,09-30-2036 23:59:00,1107.12,Pool Elevation,Pool Elevation (ft),2036,September
1,1,Mead.Pool Elevation,10-31-2036 23:59:00,1110.41,Pool Elevation,Pool Elevation (ft),2036,October
1,1,Mead.Pool Elevation,11-30-2036 23:59:00,1112.10,Pool Elevation,Pool Elevation (ft),2036,November
1,1,Mead.Pool Elevation,12-31-2036 23:59:00,1114.27,Pool Elevation,Pool Elevation (ft),2036,December
1,1,Mead.Pool Elevation,01-31-2037 23:59:00,1115.01,Pool Elevation,Pool Elevation (ft),2037,January
1,1,Mead.Pool Elevation,02-28-2037 23:59:00,1113.88,Pool Elevation,Pool Elevation (ft),2037,February
1,1,Mead.Pool Elevation,03-31-2037 23:59:00,1111.54,Pool Elevation,Pool Elevation (ft),2037,March
1,1,Mead.Pool Elevation,04-30-2037 23:59:00,1107.96,Pool Elevation,Pool Elevation (ft),2037,April
1,1,Mead.Pool Elevation,05-31-2037 23:59:00,1105.93,Pool Elevation,Pool Elevation (ft),2037,May
1,1,Mead.Pool Elevation,06-30-2037 23:59:00,1102.89,Pool Elevation,Pool Elevation (ft),2037,June
1,1,Mead.Pool Elevation,07-31-2037 23:59:00,1102.61,Pool Elevation,Pool Elevation (ft),2037,July
1,1,Mead.Pool Elevation,08-31-2037 23:59:00,1104.30,Pool Elevation,Pool Elevation (ft),2037,August
1,1,Mead.Pool Elevation,09-30-2037 23:59:00,1104.93,Pool Elevation,Pool Elevation (ft),2037,September
1,1,Mead.Pool Elevation,10-31-2037 23:59:00,1114.81,Pool Elevation,Pool Elevation (ft),2037,October
1,1,Mead.Pool Elevation,11-30-2037 23:59:00,1122.95,Pool Elevation,Pool Elevation (ft),2037,November
1,1,Mead.Pool Elevation,12-31-2037 23:59:00,1130.86,Pool Elevation,Pool Elevation (ft),2037,December
1,1,Mead.Pool Elevation,01-31-2038 23:59:00,1133.92,Pool Elevation,Pool Elevation (ft),2038,January
1,1,Mead.Pool Elevation,02-28-2038 23:59:00,1135.78,Pool Elevation,Pool Elevation (ft),2038,February
1,1,Mead.Pool Elevation,03-31-2038 23:59:00,1135.74,Pool Elevation,Pool Elevation (ft),2038,March
1,1,Mead.Pool Elevation,04-30-2038 23:59:00,1135.01,Pool Elevation,Pool Elevation (ft),2038,April
1,1,Mead.Pool Elevation,05-31-2038 23:59:00,1134.97,Pool Elevation,Pool Elevation (ft),2038,May
1,1,Mead.Pool Elevation,06-30-2038 23:59:00,1134.29,Pool Elevation,Pool Elevation (ft),2038,June
1,1,Mead.Pool Elevation,07-31-2038 23:59:00,1135.25,Pool Elevation,Pool Elevation (ft),2038,July
1,1,Mead.Pool Elevation,08-31-2038 23:59:00,1137.01,Pool Elevation,Pool Elevation (ft),2038,August
1,1,Mead.Pool Elevation,09-30-2038 23:59:00,1138.47,Pool Elevation,Pool Elevation (ft),2038,September
1,1,Mead.Pool Elevation,10-31-2038 23:59:00,1142.95,Pool Elevation,Pool Elevation (ft),2038,October
1,1,Mead.Pool Elevation,11-30-2038 23:59:00,1146.07,Pool Elevation,Pool Elevation (ft),2038,November
1,1,Mead.Pool Elevation,12-31-2038 23:59:00,1148.83,Pool Elevation,Pool Elevation (ft),2038,December
1,1,Mead.Pool Elevation,01-31-2039 23:59:00,1147.82,Pool Elevation,Pool Elevation (ft),2039,January
1,1,Mead.Pool Elevation,02-28-2039 23:59:00,1146.15,Pool Elevation,Pool Elevation (ft),2039,February
1,1,Mead.Pool Elevation,03-31-2039 23:59:00,1142.42,Pool Elevation,Pool Elevation (ft),2039,March
1,1,Mead.Pool Elevation,04-30-2039 23:59:00,1138.01,Pool Elevation,Pool Elevation (ft),2039,April
1,1,Mead.Pool Elevation,05-31-2039 23:59:00,1134.59,Pool Elevation,Pool Elevation (ft),2039,May
1,1,Mead.Pool Elevation,06-30-2039 23:59:00,1130.28,Pool Elevation,Pool Elevation (ft),2039,June
1,1,Mead.Pool Elevation,07-31-2039 23:59:00,1126.84,Pool Elevation,Pool Elevation (ft),2039,July
1,1,Mead.Pool Elevation,08-31-2039 23:59:00,1124.46,Pool Elevation,Pool Elevation (ft),2039,August
1,1,Mead.Pool Elevation,09-30-2039 23:59:00,1121.95,Pool Elevation,Pool Elevation (ft),2039,September
1,1,Mead.Pool Elevation,10-31-2039 23:59:00,1121.40,Pool Elevation,Pool Elevation (ft),2039,October
1,1,Mead.Pool Elevation,11-30-2039 23:59:00,1119.93,Pool Elevation,Pool Elevation (ft),2039,November
1,1,Mead.Pool Elevation,12-31-2039 23:59:00,1118.27,Pool Elevation,Pool Elevation (ft),2039,December
1,1,Mead.Pool Elevation,01-31-2040 23:59:00,1117.58,Pool Elevation,Pool Elevation (ft),2040,January
1,1,Mead.Pool Elevation,02-29-2040 23:59:00,1116.18,Pool Elevation,Pool Elevation (ft),2040,February
1,1,Mead.Pool Elevation,03-31-2040 23:59:00,1112.61,Pool Elevation,Pool Elevation (ft),2040,March
1,1,Mead.Pool Elevation,04-30-2040 23:59:00,1108.64,Pool Elevation,Pool Elevation (ft),2040,April
1,1,Mead.Pool Elevation,05-31-2040 23:59:00,1105.32,Pool Elevation,Pool Elevation (ft),2040,May
1,1,Mead.Pool Elevation,06-30-2040 23:59:00,1101.13,Pool Elevation,Pool Elevation (ft),2040,June
1,1,Mead.Pool Elevation,07-31-2040 23:59:00,1098.15,Pool Elevation,Pool Elevation (ft),2040,July
1,1,Mead.Pool Elevation,08-31-2040 23:59:00,1095.81,Pool Elevation,Pool Elevation (ft),2040,August
1,1,Mead.Pool Elevation,09-30-2040 23:59:00,1094.44,Pool Elevation,Pool Elevation (ft),2040,September
1,1,Mead.Pool Elevation,10-31-2040 23:59:00,1096.47,Pool Elevation,Pool Elevation (ft),2040,October
1,1,Mead.Pool Elevation,11-30-2040 23:59:00,1096.67,Pool Elevation,Pool Elevation (ft),2040,November
1,1,Mead.Pool Elevation,12-31-2040 23:59:00,1096.58,Pool Elevation,Pool Elevation (ft),2040,December
1,1,Mead.Pool Elevation,01-31-2041 23:59:00,1097.38,Pool Elevation,Pool Elevation (ft),2041,January
1,1,Mead.Pool Elevation,02-28-2041 23:59:00,1097.11,Pool Elevation,Pool Elevation (ft),2041,February
1,1,Mead.Pool Elevation,03-31-2041 23:59:00,1094.12,Pool Elevation,Pool Elevation (ft),2041,March
1,1,Mead.Pool Elevation,04-30-2041 23:59:00,1090.78,Pool Elevation,Pool Elevation (ft),2041,April
1,1,Mead.Pool Elevation,05-31-2041 23:59:00,1088.35,Pool Elevation,Pool Elevation (ft),2041,May
1,1,Mead.Pool Elevation,06-30-2041 23:59:00,1085.02,Pool Elevation,Pool Elevation (ft),2041,June
1,1,Mead.Pool Elevation,07-31-2041 23:59:00,1083.80,Pool Elevation,Pool Elevation (ft),2041,July
1,1,Mead.Pool Elevation,08-31-2041 23:59:00,1083.73,Pool Elevation,Pool Elevation (ft),2041,August
1,1,Mead.Pool Elevation,09-30-2041 23:59:00,1083.53,Pool Elevation,Pool Elevation (ft),2041,September
1,1,Mead.Pool Elevation,10-31-2041 23:59:00,1085.58,Pool Elevation,Pool Elevation (ft),2041,October
1,1,Mead.Pool Elevation,11-30-2041 23:59:00,1085.75,Pool Elevation,Pool Elevation (ft),2041,November
1,1,Mead.Pool Elevation,12-31-2041 23:59:00,1086.39,Pool Elevation,Pool Elevation (ft),2041,December
1,1,Mead.Pool Elevation,01-31-2042 23:59:00,1088.17,Pool Elevation,Pool Elevation (ft),2042,January
1,1,Mead.Pool Elevation,02-28-2042 23:59:00,1088.24,Pool Elevation,Pool Elevation (ft),2042,February
1,1,Mead.Pool Elevation,03-31-2042 23:59:00,1086.85,Pool Elevation,Pool Elevation (ft),2042,March
1,1,Mead.Pool Elevation,04-30-2042 23:59:00,1084.19,Pool Elevation,Pool Elevation (ft),2042,April
1,1,Mead.Pool Elevation,05-31-2042 23:59:00,1082.91,Pool Elevation,Pool Elevation (ft),2042,May
1,1,Mead.Pool Elevation,06-30-2042 23:59:00,1080.64,Pool Elevation,Pool Elevation (ft),2042,June
1,1,Mead.Pool Elevation,07-31-2042 23:59:00,1080.99,Pool Elevation,Pool Elevation (ft),2042,July
1,1,Mead.Pool Elevation,08-31-2042 23:59:00,1082.55,Pool Elevation,Pool Elevation (ft),2042,August
1,1,Mead.Pool Elevation,09-30-2042 23:59:00,1082.84,Pool Elevation,Pool Elevation (ft),2042,September
1,1,Mead.Pool Elevation,10-31-2042 23:59:00,1086.04,Pool Elevation,Pool Elevation (ft),2042,October
1,1,Mead.Pool Elevation,11-30-2042 23:59:00,1087.44,Pool Elevation,Pool Elevation (ft),2042,November
1,1,Mead.Pool Elevation,12-31-2042 23:59:00,1088.87,Pool Elevation,Pool Elevation (ft),2042,December
1,1,Mead.Pool Elevation,01-31-2043 23:59:00,1090.83,Pool Elevation,Pool Elevation (ft),2043,January
1,1,Mead.Pool Elevation,02-28-2043 23:59:00,1091.50,Pool Elevation,Pool Elevation (ft),2043,February
1,1,Mead.Pool Elevation,03-31-2043 23:59:00,1091.43,Pool Elevation,Pool Elevation (ft),2043,March
1,1,Mead.Pool Elevation,04-30-2043 23:59:00,1089.17,Pool Elevation,Pool Elevation (ft),2043,April
1,1,Mead.Pool Elevation,05-31-2043 23:59:00,1088.19,Pool Elevation,Pool Elevation (ft),2043,May
1,1,Mead.Pool Elevation,06-30-2043 23:59:00,1085.94,Pool Elevation,Pool Elevation (ft),2043,June
1,1,Mead.Pool Elevation,07-31-2043 23:59:00,1084.19,Pool Elevation,Pool Elevation (ft),2043,July
1,1,Mead.Pool Elevation,08-31-2043 23:59:00,1083.59,Pool Elevation,Pool Elevation (ft),2043,August
1,1,Mead.Pool Elevation,09-30-2043 23:59:00,1083.04,Pool Elevation,Pool Elevation (ft),2043,September
1,1,Mead.Pool Elevation,10-31-2043 23:59:00,1085.15,Pool Elevation,Pool Elevation (ft),2043,October
1,1,Mead.Pool Elevation,11-30-2043 23:59:00,1087.01,Pool Elevation,Pool Elevation (ft),2043,November
