Run Number,Trace Number,Object.Slot,Timestep,Slot Value,Slot Name,Slot Name with Unit,Year,Month
1,1,Powell.Pool Elevation,08-31-2032 23:59:00,3577.96,Pool Elevation,Pool Elevation (ft),2032,August
1,1,Powell.Pool Elevation,09-30-2032 23:59:00,3573.71,Pool Elevation,Pool Elevation (ft),2032,September
1,1,Powell.Pool Elevation,10-31-2032 23:59:00,3569.73,Pool Elevation,Pool Elevation (ft),2032,October
1,1,Powell.Pool Elevation,11-30-2032 23:59:00,3566.57,Pool Elevation,Pool Elevation (ft),2032,November
1,1,Powell.Pool Elevation,12-31-2032 23:59:00,3562.10,Pool Elevation,Pool Elevation (ft),2032,December
1,1,Powell.Pool Elevation,01-31-2033 23:59:00,3558.41,Pool Elevation,Pool Elevation (ft),2033,January
1,1,Powell.Pool Elevation,02-28-2033 23:59:00,3556.29,Pool Elevation,Pool Elevation (ft),2033,February
1,1,Powell.Pool Elevation,03-31-2033 23:59:00,3554.62,Pool Elevation,Pool Elevation (ft),2033,March
1,1,Powell.Pool Elevation,04-30-2033 23:59:00,3556.54,Pool Elevation,Pool Elevation (ft),2033,April
1,1,Powell.Pool Elevation,05-31-2033 23:59:00,3580.94,Pool Elevation,Pool Elevation (ft),2033,May
1,1,Powell.Pool Elevation,06-30-2033 23:59:00,3607.03,Pool Elevation,Pool Elevation (ft),2033,June
1,1,Powell.Pool Elevation,07-31-2033 23:59:00,3611.58,Pool Elevation,Pool Elevation (ft),2033,July
1,1,Powell.Pool Elevation,08-31-2033 23:59:00,3609.23,Pool Elevation,Pool Elevation (ft),2033,August
1,1,Powell.Pool Elevation,09-30-2033 23:59:00,3607.38,Pool Elevation,Pool Elevation (ft),2033,September
1,1,Powell.Pool Elevation,10-31-2033 23:59:00,3605.17,Pool Elevation,Pool Elevation (ft),2033,October
1,1,Powell.Pool Elevation,11-30-2033 23:59:00,3603.65,Pool Elevation,Pool Elevation (ft),2033,November
1,1,Powell.Pool Elevation,12-31-2033 23:59:00,3600.76,Pool Elevation,Pool Elevation (ft),2033,December
1,1,Powell.Pool Elevation,01-31-2034 23:59:00,3598.03,Pool Elevation,Pool Elevation (ft),2034,January
1,1,Powell.Pool Elevation,02-28-2034 23:59:00,3596.92,Pool Elevation,Pool Elevation (ft),2034,February
1,1,Powell.Pool Elevation,03-31-2034 23:59:00,3597.68,Pool Elevation,Pool Elevation (ft),2034,March
1,1,Powell.Pool Elevation,04-30-2034 23:59:00,3602.44,Pool Elevation,Pool Elevation (ft),2034,April
1,1,Powell.Pool Elevation,05-31-2034 23:59:00,3620.02,Pool Elevation,Pool Elevation (ft),2034,May
1,1,Powell.Pool Elevation,06-30-2034 23:59:00,3633.24,Pool Elevation,Pool Elevation (ft),2034,June
1,1,Powell.Pool Elevation,07-31-2034 23:59:00,3632.99,Pool Elevation,Pool Elevation (ft),2034,July
1,1,Powell.Pool Elevation,08-31-2034 23:59:00,3629.70,Pool Elevation,Pool Elevation (ft),2034,August
1,1,Powell.Pool Elevation,09-30-2034 23:59:00,3627.01,Pool Elevation,Pool Elevation (ft),2034,September
1,1,Powell.Pool Elevation,10-31-2034 23:59:00,3623.99,Pool Elevation,Pool Elevation (ft),2034,October
1,1,Powell.Pool Elevation,11-30-2034 23:59:00,3620.87,Pool Elevation,Pool Elevation (ft),2034,November
1,1,Powell.Pool Elevation,12-31-2034 23:59:00,3616.59,Pool Elevation,Pool Elevation (ft),2034,December
1,1,Powell.Pool Elevation,01-31-2035 23:59:00,3612.50,Pool Elevation,Pool Elevation (ft),2035,January
1,1,Powell.Pool Elevation,02-28-2035 23:59:00,3608.32,Pool Elevation,Pool Elevation (ft),2035,February
1,1,Powell.Pool Elevation,03-31-2035 23:59:00,3604.75,Pool Elevation,Pool Elevation (ft),2035,March
1,1,Powell.Pool Elevation,04-30-2035 23:59:00,3607.41,Pool Elevation,Pool Elevation (ft),2035,April
1,1,Powell.Pool Elevation,05-31-2035 23:59:00,3618.88,Pool Elevation,Pool Elevation (ft),2035,May
1,1,Powell.Pool Elevation,06-30-2035 23:59:00,3623.24,Pool Elevation,Pool Elevation (ft),2035,June
1,1,Powell.Pool Elevation,07-31-2035 23:59:00,3619.72,Pool Elevation,Pool Elevation (ft),2035,July
1,1,Powell.Pool Elevation,08-31-2035 23:59:00,3614.27,Pool Elevation,Pool Elevation (ft),2035,August
1,1,Powell.Pool Elevation,09-30-2035 23:59:00,3609.92,Pool Elevation,Pool Elevation (ft),2035,September
1,1,Powell.Pool Elevation,10-31-2035 23:59:00,3614.19,Pool Elevation,Pool Elevation (ft),2035,October
1,1,Powell.Pool Elevation,11-30-2035 23:59:00,3611.81,Pool Elevation,Pool Elevation (ft),2035,November
1,1,Powell.Pool Elevation,12-31-2035 23:59:00,3607.84,Pool Elevation,Pool Elevation (ft),2035,December
1,1,Powell.Pool Elevation,01-31-2036 23:59:00,3602.23,Pool Elevation,Pool Elevation (ft),2036,January
1,1,Powell.Pool Elevation,02-29-2036 23:59:00,3597.58,Pool Elevation,Pool Elevation (ft),2036,February
1,1,Powell.Pool Elevation,03-31-2036 23:59:00,3594.30,Pool Elevation,Pool Elevation (ft),2036,March
1,1,Powell.Pool Elevation,04-30-2036 23:59:00,3595.22,Pool Elevation,Pool Elevation (ft),2036,April
1,1,Powell.Pool Elevation,05-31-2036 23:59:00,3610.56,Pool Elevation,Pool Elevation (ft),2036,May
1,1,Powell.Pool Elevation,06-30-2036 23:59:00,3640.77,Pool Elevation,Pool Elevation (ft),2036,June
1,1,Powell.Pool Elevation,07-31-2036 23:59:00,3654.72,Pool Elevation,Pool Elevation (ft),2036,July
1,1,Powell.Pool Elevation,08-31-2036 23:59:00,3653.03,Pool Elevation,Pool Elevation (ft),2036,August
1,1,Powell.Pool Elevation,09-30-2036 23:59:00,3651.57,Pool Elevation,Pool Elevation (ft),2036,September
1,1,Powell.Pool Elevation,10-31-2036 23:59:00,3649.85,Pool Elevation,Pool Elevation (ft),2036,October
1,1,Powell.Pool Elevation,11-30-2036 23:59:00,3648.11,Pool Elevation,Pool Elevation (ft),2036,November
1,1,Powell.Pool Elevation,12-31-2036 23:59:00,3644.85,Pool Elevation,Pool Elevation (ft),2036,December
1,1,Powell.Pool Elevation,01-31-2037 23:59:00,3641.27,Pool Elevation,Pool Elevation (ft),2037,January
1,1,Powell.Pool Elevation,02-28-2037 23:59:00,3638.18,Pool Elevation,Pool Elevation (ft),2037,February
1,1,Powell.Pool Elevation,03-31-2037 23:59:00,3636.49,Pool Elevation,Pool Elevation (ft),2037,March
1,1,Powell.Pool Elevation,04-30-2037 23:59:00,3636.06,Pool Elevation,Pool Elevation (ft),2037,April
1,1,Powell.Pool Elevation,05-31-2037 23:59:00,3635.26,Pool Elevation,Pool Elevation (ft),2037,May
1,1,Powell.Pool Elevation,06-30-2037 23:59:00,3632.16,Pool Elevation,Pool Elevation (ft),2037,June
1,1,Powell.Pool Elevation,07-31-2037 23:59:00,3627.04,Pool Elevation,Pool Elevation (ft),2037,July
1,1,Powell.Pool Elevation,08-31-2037 23:59:00,3620.92,Pool Elevation,Pool Elevation (ft),2037,August
1,1,Powell.Pool Elevation,09-30-2037 23:59:00,3616.13,Pool Elevation,Pool Elevation (ft),2037,September
1,1,Powell.Pool Elevation,10-31-2037 23:59:00,3611.37,Pool Elevation,Pool Elevation (ft),2037,October
1,1,Powell.Pool Elevation,11-30-2037 23:59:00,3606.76,Pool Elevation,Pool Elevation (ft),2037,November
1,1,Powell.Pool Elevation,12-31-2037 23:59:00,3600.69,Pool Elevation,Pool Elevation (ft),2037,December
1,1,Powell.Pool Elevation,01-31-2038 23:59:00,3594.68,Pool Elevation,Pool Elevation (ft),2038,January
1,1,Powell.Pool Elevation,02-28-2038 23:59:00,3589.71,Pool Elevation,Pool Elevation (ft),2038,February
1,1,Powell.Pool Elevation,03-31-2038 23:59:00,3586.00,Pool Elevation,Pool Elevation (ft),2038,March
1,1,Powell.Pool Elevation,04-30-2038 23:59:00,3584.78,Pool Elevation,Pool Elevation (ft),2038,April
1,1,Powell.Pool Elevation,05-31-2038 23:59:00,3588.90,Pool Elevation,Pool Elevation (ft),2038,May
1,1,Powell.Pool Elevation,06-30-2038 23:59:00,3588.49,Pool Elevation,Pool Elevation (ft),2038,June
1,1,Powell.Pool Elevation,07-31-2038 23:59:00,3583.43,Pool Elevation,Pool Elevation (ft),2038,July
1,1,Powell.Pool Elevation,08-31-2038 23:59:00,3575.77,Pool Elevation,Pool Elevation (ft),2038,August
1,1,Powell.Pool Elevation,09-30-2038 23:59:00,3570.22,Pool Elevation,Pool Elevation (ft),2038,September
1,1,Powell.Pool Elevation,10-31-2038 23:59:00,3568.09,Pool Elevation,Pool Elevation (ft),2038,October
1,1,Powell.Pool Elevation,11-30-2038 23:59:00,3566.80,Pool Elevation,Pool Elevation (ft),2038,November
1,1,Powell.Pool Elevation,12-31-2038 23:59:00,3563.79,Pool Elevation,Pool Elevation (ft),2038,December
1,1,Powell.Pool Elevation,01-31-2039 23:59:00,3559.53,Pool Elevation,Pool Elevation (ft),2039,January
1,1,Powell.Pool Elevation,02-28-2039 23:59:00,3555.69,Pool Elevation,Pool Elevation (ft),2039,February
1,1,Powell.Pool Elevation,03-31-2039 23:59:00,3552.96,Pool Elevation,Pool Elevation (ft),2039,March
1,1,Powell.Pool Elevation,04-30-2039 23:59:00,3550.70,Pool Elevation,Pool Elevation (ft),2039,April
1,1,Powell.Pool Elevation,05-31-2039 23:59:00,3558.81,Pool Elevation,Pool Elevation (ft),2039,May
1,1,Powell.Pool Elevation,06-30-2039 23:59:00,3572.21,Pool Elevation,Pool Elevation (ft),2039,June
1,1,Powell.Pool Elevation,07-31-2039 23:59:00,3570.86,Pool Elevation,Pool Elevation (ft),2039,July
1,1,Powell.Pool Elevation,08-31-2039 23:59:00,3565.91,Pool Elevation,Pool Elevation (ft),2039,August
1,1,Powell.Pool Elevation,09-30-2039 23:59:00,3564.65,Pool Elevation,Pool Elevation (ft),2039,September
1,1,Powell.Pool Elevation,10-31-2039 23:59:00,3562.45,Pool Elevation,Pool Elevation (ft),2039,October
1,1,Powell.Pool Elevation,11-30-2039 23:59:00,3561.33,Pool Elevation,Pool Elevation (ft),2039,November
1,1,Powell.Pool Elevation,12-31-2039 23:59:00,3559.35,Pool Elevation,Pool Elevation (ft),2039,December
1,1,Powell.Pool Elevation,01-31-2040 23:59:00,3556.55,Pool Elevation,Pool Elevation (ft),2040,January
1,1,Powell.Pool Elevation,02-29-2040 23:59:00,3554.66,Pool Elevation,Pool Elevation (ft),2040,February
1,1,Powell.Pool Elevation,03-31-2040 23:59:00,3554.51,Pool Elevation,Pool Elevation (ft),2040,March
1,1,Powell.Pool Elevation,04-30-2040 23:59:00,3557.07,Pool Elevation,Pool Elevation (ft),2040,April
1,1,Powell.Pool Elevation,05-31-2040 23:59:00,3565.10,Pool Elevation,Pool Elevation (ft),2040,May
1,1,Powell.Pool Elevation,06-30-2040 23:59:00,3568.05,Pool Elevation,Pool Elevation (ft),2040,June
1,1,Powell.Pool Elevation,07-31-2040 23:59:00,3566.35,Pool Elevation,Pool Elevation (ft),2040,July
1,1,Powell.Pool Elevation,08-31-2040 23:59:00,3562.43,Pool Elevation,Pool Elevation (ft),2040,August
1,1,Powell.Pool Elevation,09-30-2040 23:59:00,3559.89,Pool Elevation,Pool Elevation (ft),2040,September
1,1,Powell.Pool Elevation,10-31-2040 23:59:00,3559.04,Pool Elevation,Pool Elevation (ft),2040,October
1,1,Powell.Pool Elevation,11-30-2040 23:59:00,3559.15,Pool Elevation,Pool Elevation (ft),2040,November
1,1,Powell.Pool Elevation,12-31-2040 23:59:00,3557.48,Pool Elevation,Pool Elevation (ft),2040,December
1,1,Powell.Pool Elevation,01-31-2041 23:59:00,3554.97,Pool Elevation,Pool Elevation (ft),2041,January
1,1,Powell.Pool Elevation,02-28-2041 23:59:00,3553.39,Pool Elevation,Pool Elevation (ft),2041,February
1,1,Powell.Pool Elevation,03-31-2041 23:59:00,3552.20,Pool Elevation,Pool Elevation (ft),2041,March
1,1,Powell.Pool Elevation,04-30-2041 23:59:00,3556.37,Pool Elevation,Pool Elevation (ft),2041,April
1,1,Powell.Pool Elevation,05-31-2041 23:59:00,3574.51,Pool Elevation,Pool Elevation (ft),2041,May
1,1,Powell.Pool Elevation,06-30-2041 23:59:00,3591.16,Pool Elevation,Pool Elevation (ft),2041,June
1,1,Powell.Pool Elevation,07-31-2041 23:59:00,3592.04,Pool Elevation,Pool Elevation (ft),2041,July
1,1,Powell.Pool Elevation,08-31-2041 23:59:00,3590.99,Pool Elevation,Pool Elevation (ft),2041,August
1,1,Powell.Pool Elevation,09-30-2041 23:59:00,3591.76,Pool Elevation,Pool Elevation (ft),2041,September
1,1,Powell.Pool Elevation,10-31-2041 23:59:00,3592.36,Pool Elevation,Pool Elevation (ft),2041,October
1,1,Powell.Pool Elevation,11-30-2041 23:59:00,3591.60,Pool Elevation,Pool Elevation (ft),2041,November
1,1,Powell.Pool Elevation,12-31-2041 23:59:00,3590.38,Pool Elevation,Pool Elevation (ft),2041,December
1,1,Powell.Pool Elevation,01-31-2042 23:59:00,3588.24,Pool Elevation,Pool Elevation (ft),2042,January
1,1,Powell.Pool Elevation,02-28-2042 23:59:00,3586.56,Pool Elevation,Pool Elevation (ft),2042,February
1,1,Powell.Pool Elevation,03-31-2042 23:59:00,3586.95,Pool Elevation,Pool Elevation (ft),2042,March
1,1,Powell.Pool Elevation,04-30-2042 23:59:00,3589.11,Pool Elevation,Pool Elevation (ft),2042,April
1,1,Powell.Pool Elevation,05-31-2042 23:59:00,3590.90,Pool Elevation,Pool Elevation (ft),2042,May
1,1,Powell.Pool Elevation,06-30-2042 23:59:00,3589.64,Pool Elevation,Pool Elevation (ft),2042,June
1,1,Powell.Pool Elevation,07-31-2042 23:59:00,3585.98,Pool Elevation,Pool Elevation (ft),2042,July
1,1,Powell.Pool Elevation,08-31-2042 23:59:00,3581.41,Pool Elevation,Pool Elevation (ft),2042,August
1,1,Powell.Pool Elevation,09-30-2042 23:59:00,3577.94,Pool Elevation,Pool Elevation (ft),2042,September
1,1,Powell.Pool Elevation,10-31-2042 23:59:00,3574.12,Pool Elevation,Pool Elevation (ft),2042,October
1,1,Powell.Pool Elevation,11-30-2042 23:59:00,3570.62,Pool Elevation,Pool Elevation (ft),2042,November
1,1,Powell.Pool Elevation,12-31-2042 23:59:00,3565.72,Pool Elevation,Pool Elevation (ft),2042,December
1,1,Powell.Pool Elevation,01-31-2043 23:59:00,3560.95,Pool Elevation,Pool Elevation (ft),2043,January
1,1,Powell.Pool Elevation,02-28-2043 23:59:00,3557.45,Pool Elevation,Pool Elevation (ft),2043,February
1,1,Powell.Pool Elevation,03-31-2043 23:59:00,3556.66,Pool Elevation,Pool Elevation (ft),2043,March
1,1,Powell.Pool Elevation,04-30-2043 23:59:00,3561.18,Pool Elevation,Pool Elevation (ft),2043,April
1,1,Powell.Pool Elevation,05-31-2043 23:59:00,3583.02,Pool Elevation,Pool Elevation (ft),2043,May
1,1,Powell.Pool Elevation,06-30-2043 23:59:00,3613.08,Pool Elevation,Pool Elevation (ft),2043,June
1,1,Powell.Pool Elevation,07-31-2043 23:59:00,3623.19,Pool Elevation,Pool Elevation (ft),2043,July
1,1,Powell.Pool Elevation,08-31-2043 23:59:00,3621.30,Pool Elevation,Pool Elevation (ft),2043,August
1,1,Powell.Pool Elevation,09-30-2043 23:59:00,3618.81,Pool Elevation,Pool Elevation (ft),2043,September
1,1,Powell.Pool Elevation,10-31-2043 23:59:00,3615.43,Pool Elevation,Pool Elevation (ft),2043,October
1,1,Powell.Pool Elevation,11-30-2043 23:59:00,3613.14,Pool Elevation,Pool Elevation (ft),2043,November
